title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,offer_type,search_url,scraped_at
"3-стаен, София, Гоце Делчев, 167 кв.м., 690000 €",/3-staen-sofiya-goce-delchev-167-kv-m-690000-10380319,"Гоце Делчев, София",Цена:690 000 €(1 349 522.70 лв.),Тристаен апартамент в Гоце Делчев,167 кв.м,Тухла,,6 етаж,"Представяме ви изключителен тристаен апартамент, разположен на 6-ти етаж в една от емблематичните сгради в района на Мотописта ”АНАСТАСИЯ”. 

Ж. к. Мотописта на границата с ж.к. Гоце Делчев. Бул. Б..",Адрес недвижими имоти,10380319,0,4131.74,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.522976
"Тристаен Апартамент в Оборище, София - Обзаведен",/tristaen-apartament-v-oborishte-sofiya-obzaveden-10376307,"Оборище, София",Цена:328 000 €(641 512.24 лв.),Тристаен апартамент в Оборище,81 кв.м,Тухла,1978 г.,2 етаж,"Реф. № 012053

Агенция за недвижими имоти BAS Properties предлага за продажба тристаен апартамент, разположен в престижния кв. Оборище, гр. София. Имотът е обзаведен, вътрешен, с ниски месечни разхо..",BASProperties,10376307,0,4049.38,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.527427
Просторен тристаен апартамент в Гоце Делчев с АКТ 16!!!,/prostoren-tristaen-apartament-v-goce-delchev-s-akt-16-10339284,"Гоце Делчев, София",Цена:317 000 €(619 998.10 лв.),Тристаен апартамент в Гоце Делчев,109 кв.м,Тухла,2025 г.,2 етаж,"С АКТ 16!!! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава тристаен апартамент в бутикова сграда с изключително висококачествено строителство в близост до Мол България, магазин Била и транспортни връзки! 

Жилищ..",ИРИДА НЕДВИЖИМИ ИМОТИ,10339284,0,2908.26,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.531792
Двустаен апартамент в Дианабад,/dvustaen-apartament-v-dianabad-10213031,"Дианабад, София",Цена:249 000 €(487 001.67 лв.),Двустаен апартамент в Дианабад,66 кв.м,Тухла,2015 г.,2 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ предлага за продажба апартамент в кв. Дианадад. 

Имотът се намира в непосредствена близост до станция на метрото, училище, детска градина, различни магазини. Разположен е в ра..",ИРИДА НЕДВИЖИМИ ИМОТИ,10213031,0,3772.73,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.536060
Двустаен апартамент в Изгрев,/dvustaen-apartament-v-izgrev-10256547,"Изгрев, София",Цена:199 900 €(390 970.42 лв.),Двустаен апартамент в Изгрев,48 кв.м,ЕПК/ПК,1974 г.,1 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ ПРЕДСТАВЯ НА ВАШЕТО ВНИМАНИЕ двустаен апартамент в аристократичния квартал Изгрев. На една спирка с метрото до центъра на столицата. Непреходен апартамент, сгушен сред тихи, пъст..",ИРИДА НЕДВИЖИМИ ИМОТИ,10256547,0,4164.58,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.540284
Чудесен 3-стаен апартамент в Оборище!,/chudesen-3-staen-apartament-v-oborishte-9742812,"Оборище, София",Цена:219 000 €(428 326.77 лв.),Тристаен апартамент в Оборище,74 кв.м,Тухла,1965 г.,3 етаж,Имот № 2865 Продава се 3-стаен апартамент в централния район на София - Оборище. Този елегантен имот е построен през 1965 г. и предлага комбинация от класическа архитектура и модерно удобство. Разполо..,Bulgarian Homes,9742812,0,2959.46,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.544626
Четиристаен апартамент до метростанция ”България” в кв. ”Хиподрума”,/chetiristaen-apartament-do-metrostanciya-balgariya-v-kv-hipodruma-10351127,"Хиподрума, София",Цена:429 000 €(839 051.07 лв.),Многостаен апартамент в Хиподрума,165 кв.м,Тухла,,5 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-131669 

Представяме четиристаен апартамент за пр..",SUPRIMMO,10351127,0,2600.0,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.548759
"3-стаен, София, Медицинска академия, 81 кв.м., 298800 €",/3-staen-sofiya-medicinska-akademiya-81-kv-m-298800-10349727,"Медицинска академия, София",Цена:298 800 €(584 402 лв.),Тристаен апартамент в Медицинска академия,81 кв.м,Тухла,,6 етаж,"Тристаен апартамент със застроена площ от 81 кв.м. Жилището се състои от хол, кухня с трапезария две спални и два санитарни възела. Извън посочената квадратура имаме 15кв.м усвоена тераса, мазе и тава..",Адрес недвижими имоти,10349727,0,3688.89,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.553001
Многостаен апартамент в Дианабад,/mnogostaen-apartament-v-dianabad-10348758,"Дианабад, София",Цена:450 565 €(881 228.54 лв.),Многостаен апартамент в Дианабад,137 кв.м,Тухла,2027 г.,7 етаж,"Начален етап на строителство!!! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава четиристаен апартамент в новоизграждаща се сграда, с изключително висококачествено строителство от доказан инвеститор на комуникативно..",ИРИДА НЕДВИЖИМИ ИМОТИ,10348758,0,3288.8,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.557414
Четиристаен апартамент в Дианабад,/chetiristaen-apartament-v-dianabad-10348757,"Дианабад, София",Цена:450 565 €(881 228.54 лв.),Многостаен апартамент в Дианабад,137 кв.м,Тухла,2027 г.,7 етаж,"Начален етап на строителство!!! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава четиристаен апартамент в новоизграждаща се сграда, с изключително висококачествено строителство от доказан инвеститор на комуникативно..",ИРИДА НЕДВИЖИМИ ИМОТИ,10348757,0,3288.8,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.561866
Тристаен апартамент в Дианабад,/tristaen-apartament-v-dianabad-10348754,"Дианабад, София",Цена:237 030 €(463 590.38 лв.),Тристаен апартамент в Дианабад,77 кв.м,Тухла,2027 г.,4 етаж,"Начален етап на строителство!!! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава маломерен тристаен апартамент в новоизграждаща се сграда, с изключително висококачествено строителство от доказан инвеститор на комуни..",ИРИДА НЕДВИЖИМИ ИМОТИ,10348754,0,3078.31,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.566272
Просторен тристаен апартамент в Дианабад,/prostoren-tristaen-apartament-v-dianabad-10348755,"Дианабад, София",Цена:386 920 €(756 749.74 лв.),Тристаен апартамент в Дианабад,127 кв.м,Тухла,2027 г.,3 етаж,"Начален етап на строителство!!! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава голям тристаен апартамент в новоизграждаща се сграда, с изключително висококачествено строителство от доказан инвеститор на комуникати..",ИРИДА НЕДВИЖИМИ ИМОТИ,10348755,0,3046.61,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.570664
Тристаен апартамент в Дианабад,/tristaen-apartament-v-dianabad-10348756,"Дианабад, София",Цена:313 020 €(612 213.90 лв.),Тристаен апартамент в Дианабад,103 кв.м,Тухла,2027 г.,3 етаж,"Начален етап на строителство!!! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава тристаен апартамент в новоизграждаща се сграда, с изключително висококачествено строителство от доказан инвеститор на комуникативно мя..",ИРИДА НЕДВИЖИМИ ИМОТИ,10348756,0,3039.03,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.575066
